shipment_id,order_id,supplier_id,warehouse_id,product_id,shipped_date,delivered_date,shipment_status,carrier,shipped_qty
SH00014376,O0016779,S0009,W08,P00138,2025-11-27,2025-12-26,delivered,DHL,21
SH00014377,O0001299,S0044,W03,P00672,2025-08-18,2025-09-01,delayed,UPS,1
SH00014378,O0009227,S0103,W01,P00500,2025-11-12,2025-11-21,delivered,XPO,8
SH00014379,O0002049,S0157,W07,P00132,2026-01-10,2026-01-25,delivered,Maersk,20
SH00014380,O0011633,S0133,W02,P00527,2025-08-29,2025-09-13,delivered,UPS,7
SH00014381,O0019506,S0027,W02,P00724,2026-01-07,2026-02-06,delivered,Maersk,2
SH00014382,O0002800,S0145,W04,P00758,2025-08-30,2025-09-06,delivered,DHL,2
SH00014383,O0019293,S0079,W04,P00131,2025-10-06,2025-10-17,delivered,XPO,14
SH00014384,O0017517,S0009,W04,P00538,2025-12-15,2026-01-04,delivered,XPO,1
SH00014385,O0014978,S0095,W08,P00389,2025-10-30,2025-11-02,delivered,XPO,8
SH00014386,O0019707,S0015,W02,P00605,2025-11-05,2025-11-22,delivered,XPO,11
SH00014387,O0005005,S0038,W07,P00210,2026-01-10,2026-01-30,delivered,UPS,16
SH00014388,O0000512,S0044,W03,P00488,2026-01-03,,in_transit,DHL,7
SH00014389,O0009026,S0138,W05,P00253,2026-02-08,,in_transit,FedEx,4
SH00014390,O0015685,S0034,W08,P00271,2025-10-27,2025-11-26,delayed,FedEx,10
SH00014391,O0005315,S0173,W03,P00607,2025-11-25,2025-12-05,delivered,UPS,13
SH00014392,O0010347,S0038,W02,P00027,2025-12-30,2026-01-17,delivered,Maersk,1
SH00014393,O0018061,S0045,W02,P00581,2025-10-20,2025-11-12,delivered,USPS,10
SH00014394,O0013972,S0148,W03,P00476,2025-10-30,2025-11-27,delivered,FedEx,8
SH00014395,O0019484,S0165,W07,P00477,2025-10-17,,in_transit,Maersk,10
SH00014396,O0006901,S0146,W01,P00580,2025-08-18,2025-08-31,delivered,Maersk,16
SH00014397,O0012940,S0001,W06,P00011,2025-10-22,2025-11-17,delivered,USPS,7
SH00014398,O0009676,S0074,W04,P00160,2025-09-13,2025-09-25,delivered,XPO,8
SH00014399,O0014681,S0107,W03,P00256,2025-12-01,2025-12-09,delivered,UPS,15
SH00014400,O0015325,S0061,W06,P00635,2025-10-31,2025-11-23,delivered,Maersk,11
SH00014401,O0008602,S0046,W02,P00702,2025-09-23,,in_transit,DHL,14
SH00014402,O0009509,S0050,W07,P00017,2025-12-06,2025-12-28,delivered,Maersk,2
SH00014403,O0000164,S0053,W01,P00050,2025-09-12,2025-09-25,delayed,USPS,6
SH00014404,O0005959,S0095,W07,P00435,2025-09-09,2025-09-14,delivered,XPO,19
SH00014405,O0014438,S0172,W02,P00299,2026-01-23,2026-01-27,delivered,XPO,11
SH00014406,O0000587,S0107,W07,P00320,2025-11-11,2025-11-23,delayed,UPS,12
SH00014407,O0010384,S0095,W05,P00389,2026-01-24,2026-02-04,delivered,DHL,9
SH00014408,O0008826,S0166,W01,P00143,2025-09-26,2025-10-18,delivered,DHL,4
SH00014409,O0014073,S0142,W02,P00714,2026-02-11,2026-02-19,delivered,DHL,10
SH00014410,O0017798,S0027,W04,P00121,2025-12-12,2026-01-05,delivered,XPO,6
SH00014411,O0003717,S0103,W01,P00031,2025-10-08,2025-10-19,delivered,USPS,8
SH00014412,O0010316,S0076,W06,P00209,2025-12-07,,in_transit,FedEx,14
SH00014413,O0000514,S0056,W04,P00511,2026-02-06,,in_transit,UPS,8
SH00014414,O0011990,S0095,W05,P00435,2026-02-08,2026-02-17,delivered,Maersk,12
SH00014415,O0009705,S0100,W04,P00420,2025-11-07,2025-11-20,delivered,FedEx,14
SH00014416,O0013105,S0147,W05,P00601,2025-10-15,2025-10-29,delivered,UPS,18
SH00014417,O0010915,S0071,W03,P00114,2026-01-14,,in_transit,Maersk,6
SH00014418,O0013982,S0087,W03,P00097,2026-01-03,,in_transit,USPS,4
SH00014419,O0004883,S0046,W05,P00618,2025-10-21,2025-11-13,delivered,XPO,13
SH00014420,O0002666,S0018,W07,P00267,2025-09-02,2025-09-17,delivered,USPS,9
SH00014421,O0002684,S0096,W05,P00394,2025-09-23,2025-10-05,delivered,Maersk,1
SH00014422,O0009539,S0137,W04,P00681,2025-09-01,2025-09-12,delivered,Maersk,7
SH00014423,O0013736,S0086,W07,P00370,2025-12-03,2025-12-25,delivered,UPS,12
SH00014424,O0005166,S0148,W08,P00781,2025-09-10,2025-10-03,delivered,DHL,18
SH00014425,O0012114,S0117,W06,P00606,2025-10-17,2025-10-27,delayed,FedEx,9
SH00014426,O0003591,S0185,W06,P00535,2025-10-22,2025-11-15,delivered,UPS,10
SH00014427,O0004321,S0198,W08,P00424,2025-12-28,2026-01-12,delivered,DHL,4
SH00014428,O0005935,S0103,W06,P00293,2025-08-19,2025-08-27,delivered,Maersk,7
SH00014429,O0017239,S0041,W06,P00136,2026-01-14,2026-01-18,delivered,DHL,2
SH00014430,O0012749,S0067,W07,P00660,2025-11-26,,in_transit,DHL,4
SH00014431,O0013641,S0004,W04,P00243,2025-11-06,2025-12-03,delivered,DHL,12
SH00014432,O0004652,S0060,W05,P00188,2025-10-07,2025-10-28,delivered,USPS,10
SH00014433,O0018864,S0129,W04,P00330,2025-11-18,2025-12-10,delivered,FedEx,24
SH00014434,O0014110,S0057,W07,P00324,2025-09-11,2025-10-02,delayed,UPS,4
SH00014435,O0013011,S0002,W05,P00585,2025-12-21,,in_transit,XPO,3
SH00014436,O0004797,S0016,W02,P00361,2026-02-09,2026-02-14,delivered,USPS,17
SH00014437,O0008391,S0119,W01,P00775,2025-09-02,2025-09-28,delivered,XPO,2
SH00014438,O0012765,S0112,W01,P00696,2025-11-04,2025-11-20,delivered,DHL,1
SH00014439,O0000795,S0036,W05,P00795,2025-12-28,2026-01-26,delivered,DHL,8
SH00014440,O0014862,S0128,W03,P00509,2026-01-27,2026-02-18,delivered,Maersk,13
SH00014441,O0002242,S0200,W07,P00070,2026-01-21,2026-02-15,delivered,XPO,7
SH00014442,O0010987,S0116,W07,P00399,2025-10-10,2025-10-20,delivered,FedEx,1
SH00014443,O0004517,S0026,W01,P00115,2025-12-13,2026-01-11,delivered,FedEx,11
SH00014444,O0015756,S0085,W08,P00159,2025-11-01,2025-11-19,delivered,UPS,1
SH00014445,O0002034,S0122,W02,P00107,2025-09-09,2025-10-01,delivered,XPO,24
SH00014446,O0002706,S0148,W08,P00476,2026-01-12,2026-02-09,delivered,UPS,15
SH00014447,O0013403,S0185,W07,P00734,2025-08-27,2025-09-25,delivered,FedEx,6
SH00014448,O0003345,S0008,W02,P00004,2025-10-25,2025-11-13,delivered,FedEx,12
SH00014449,O0013199,S0034,W04,P00298,2026-02-10,,in_transit,DHL,21
SH00014450,O0003989,S0099,W03,P00798,2025-09-24,2025-10-02,delivered,UPS,17
SH00014451,O0000211,S0192,W02,P00234,2025-12-20,2026-01-02,delivered,XPO,25
SH00014452,O0012500,S0173,W05,P00201,2025-12-21,2026-01-04,delivered,FedEx,15
SH00014453,O0014153,S0099,W07,P00453,2025-12-31,2026-01-11,delayed,FedEx,4
SH00014454,O0013740,S0111,W07,P00440,2025-10-01,2025-10-30,delivered,Maersk,15
SH00014455,O0002160,S0112,W03,P00696,2025-09-04,2025-09-21,delivered,UPS,11
SH00014456,O0006944,S0076,W08,P00105,2025-12-14,2026-01-10,delayed,UPS,12
SH00014457,O0018012,S0145,W06,P00074,2025-12-02,2025-12-10,delivered,DHL,13
SH00014458,O0014886,S0041,W08,P00468,2025-11-22,2025-11-28,delivered,FedEx,17
SH00014459,O0019442,S0106,W06,P00292,2025-08-26,2025-09-19,delivered,UPS,6
SH00014460,O0000884,S0148,W03,P00476,2025-08-30,,in_transit,Maersk,18
SH00014461,O0016656,S0146,W07,P00517,2026-01-01,2026-01-15,delivered,Maersk,4
SH00014462,O0015366,S0082,W03,P00741,2026-02-05,2026-02-25,delivered,UPS,15
SH00014463,O0008915,S0148,W08,P00476,2025-12-22,2026-01-14,delivered,UPS,10
SH00014464,O0000808,S0184,W04,P00176,2026-01-10,2026-01-20,delivered,Maersk,5
SH00014465,O0002408,S0020,W07,P00705,2025-08-26,2025-09-03,delivered,DHL,5
SH00014466,O0003982,S0181,W06,P00190,2025-11-18,2025-11-28,delivered,DHL,1
SH00014467,O0016187,S0004,W06,P00117,2025-11-09,2025-12-06,delivered,Maersk,12
SH00014468,O0017135,S0179,W02,P00187,2025-10-25,2025-11-23,delivered,DHL,14
SH00014469,O0013764,S0148,W05,P00153,2025-10-28,2025-11-19,delivered,UPS,22
SH00014470,O0019056,S0039,W04,P00126,2025-11-30,2025-12-24,delivered,USPS,5
SH00014471,O0007462,S0168,W04,P00434,2025-12-04,,in_transit,UPS,3
SH00014472,O0004895,S0115,W01,P00104,2025-12-26,2026-01-07,delivered,DHL,1
SH00014473,O0007510,S0002,W01,P00564,2025-12-07,2025-12-26,delivered,UPS,11
SH00014474,O0012969,S0172,W08,P00058,2025-10-08,2025-10-18,delivered,USPS,6
SH00014475,O0015916,S0013,W04,P00504,2025-09-24,2025-09-28,delivered,DHL,6
SH00014476,O0003962,S0066,W06,P00669,2025-09-28,2025-10-11,delivered,XPO,9
SH00014477,O0007913,S0171,W05,P00037,2025-12-15,2025-12-31,delivered,USPS,6
SH00014478,O0015237,S0102,W06,P00777,2025-10-17,2025-11-04,delivered,DHL,2
SH00014479,O0013510,S0102,W01,P00657,2025-11-09,,in_transit,XPO,15
SH00014480,O0012354,S0182,W01,P00644,2026-01-25,2026-01-28,delivered,DHL,4
SH00014481,O0001940,S0116,W02,P00713,2025-09-20,2025-10-02,delivered,XPO,16
SH00014482,O0011823,S0118,W05,P00787,2025-11-05,2025-11-28,delivered,FedEx,2
SH00014483,O0012757,S0028,W02,P00222,2025-09-20,2025-10-02,delivered,FedEx,14
SH00014484,O0012245,S0148,W05,P00792,2025-09-09,2025-10-02,delivered,XPO,18
SH00014485,O0010993,S0191,W06,P00112,2026-01-01,2026-01-08,delivered,Maersk,10
SH00014486,O0015163,S0140,W06,P00261,2026-01-04,2026-01-21,delivered,USPS,2
SH00014487,O0018131,S0176,W02,P00083,2025-11-03,2025-11-21,delivered,FedEx,15
SH00014488,O0016797,S0138,W08,P00253,2025-12-14,2025-12-16,delivered,Maersk,12
SH00014489,O0001608,S0135,W04,P00640,2025-11-06,2025-12-02,delayed,UPS,12
SH00014490,O0005615,S0090,W02,P00344,2025-09-09,2025-09-20,delivered,FedEx,3
SH00014491,O0001993,S0193,W01,P00759,2025-08-26,2025-09-16,delivered,USPS,13
SH00014492,O0009672,S0158,W08,P00626,2026-02-06,2026-03-04,delivered,DHL,9
SH00014493,O0019060,S0165,W02,P00426,2025-12-30,2026-01-02,delivered,XPO,3
SH00014494,O0012176,S0034,W07,P00372,2026-01-28,2026-02-22,delivered,DHL,12
SH00014495,O0019497,S0127,W04,P00192,2025-09-10,2025-10-11,delivered,UPS,17
SH00014496,O0011374,S0106,W08,P00541,2025-09-04,2025-09-24,delivered,UPS,8
SH00014497,O0019699,S0027,W08,P00121,2025-08-22,2025-09-17,delivered,Maersk,12
SH00014498,O0000413,S0087,W02,P00199,2026-01-21,2026-02-07,delivered,USPS,9
SH00014499,O0003594,S0114,W05,P00259,2025-10-16,2025-10-26,delivered,XPO,6
SH00014500,O0019963,S0074,W05,P00513,2025-10-14,2025-10-27,delivered,DHL,15
SH00014501,O0006591,S0166,W04,P00648,2025-12-20,2026-01-11,delivered,UPS,16
SH00014502,O0016275,S0173,W01,P00607,2025-10-03,2025-10-10,delivered,FedEx,12
SH00014503,O0019862,S0164,W02,P00120,2025-10-27,2025-11-01,delivered,Maersk,21
SH00014504,O0018513,S0114,W04,P00721,2026-01-21,2026-01-31,delivered,DHL,19
SH00014505,O0002905,S0038,W05,P00027,2025-09-23,2025-10-10,delivered,USPS,1
SH00014506,O0017993,S0137,W08,P00085,2025-12-04,,cancelled,UPS,7
SH00014507,O0005809,S0017,W07,P00413,2025-08-16,2025-09-08,delayed,DHL,11
SH00014508,O0001471,S0030,W08,P00783,2026-01-16,2026-02-06,delivered,DHL,14
SH00014509,O0019028,S0103,W07,P00031,2026-01-06,,in_transit,USPS,9
SH00014510,O0006163,S0074,W03,P00513,2025-10-13,2025-10-27,delivered,DHL,22
SH00014511,O0019880,S0084,W03,P00506,2026-01-09,2026-01-16,delivered,UPS,7
SH00014512,O0001781,S0115,W06,P00445,2025-09-23,,in_transit,FedEx,1
SH00014513,O0002124,S0148,W06,P00792,2025-10-26,,in_transit,Maersk,9
SH00014514,O0016404,S0147,W06,P00728,2026-01-13,2026-01-30,delivered,Maersk,18
SH00014515,O0013377,S0033,W04,P00374,2025-10-14,2025-10-27,delivered,FedEx,5
SH00014516,O0018711,S0166,W06,P00143,2026-01-24,2026-02-18,delivered,UPS,26
SH00014517,O0005371,S0191,W03,P00609,2026-01-09,2026-01-11,delivered,USPS,9
SH00014518,O0010778,S0169,W08,P00165,2025-08-17,2025-09-03,delivered,USPS,1
SH00014519,O0019629,S0161,W04,P00638,2026-01-22,2026-02-06,delivered,Maersk,5
SH00014520,O0018689,S0107,W01,P00533,2025-09-07,2025-09-14,delivered,DHL,5
SH00014521,O0010951,S0106,W01,P00292,2025-11-20,2025-12-05,delivered,Maersk,7
SH00014522,O0000294,S0073,W05,P00369,2025-08-25,2025-09-04,delivered,XPO,16
SH00014523,O0013671,S0110,W02,P00283,2025-09-21,2025-09-27,delivered,FedEx,8
SH00014524,O0017319,S0116,W08,P00399,2025-12-26,2026-01-07,delivered,DHL,11
SH00014525,O0018055,S0167,W05,P00200,2026-01-12,2026-01-29,delivered,USPS,8
SH00014526,O0003164,S0190,W02,P00773,2025-10-16,2025-10-24,delivered,FedEx,15
SH00014527,O0005387,S0192,W06,P00234,2025-08-19,2025-09-04,delivered,FedEx,9
SH00014528,O0000404,S0024,W02,P00313,2025-11-23,2025-12-22,delayed,Maersk,13
SH00014529,O0012179,S0068,W06,P00134,2025-09-30,2025-10-16,delivered,Maersk,9
SH00014530,O0017373,S0153,W01,P00534,2025-09-23,2025-10-11,delayed,FedEx,8
SH00014531,O0018456,S0061,W01,P00204,2025-12-01,2025-12-24,delivered,DHL,10
SH00014532,O0004114,S0020,W04,P00342,2026-01-05,,in_transit,FedEx,7
SH00014533,O0017714,S0056,W03,P00678,2026-01-16,2026-01-28,delivered,DHL,7
SH00014534,O0011592,S0198,W04,P00424,2025-12-24,2026-01-14,delivered,UPS,1
SH00014535,O0001154,S0032,W06,P00171,2026-02-02,2026-02-13,delayed,USPS,10
SH00014536,O0005103,S0131,W02,P00791,2025-09-24,2025-09-25,delivered,Maersk,7
SH00014537,O0004782,S0019,W06,P00651,2025-12-23,2026-01-08,delivered,DHL,17
SH00014538,O0005647,S0096,W03,P00402,2026-01-29,2026-02-18,delivered,DHL,16
SH00014539,O0010936,S0129,W04,P00148,2025-12-19,2026-01-14,delayed,Maersk,9
SH00014540,O0003001,S0070,W06,P00045,2025-10-09,2025-10-17,delivered,UPS,1
SH00014541,O0001099,S0126,W02,P00102,2026-01-09,2026-02-05,delayed,UPS,15
SH00014542,O0002773,S0033,W03,P00266,2025-12-03,2025-12-12,delivered,UPS,14
SH00014543,O0005477,S0175,W02,P00478,2026-02-05,2026-02-24,delivered,FedEx,7
SH00014544,O0016220,S0072,W05,P00066,2025-12-11,2025-12-30,delivered,Maersk,7
SH00014545,O0003254,S0046,W06,P00702,2025-12-03,2025-12-21,delivered,USPS,1
SH00014546,O0011696,S0116,W08,P00464,2025-10-24,2025-11-05,delivered,UPS,16
SH00014547,O0007155,S0137,W01,P00085,2025-09-26,2025-10-06,delivered,FedEx,9
SH00014548,O0010794,S0063,W08,P00178,2026-02-06,,in_transit,UPS,27
SH00014549,O0004752,S0099,W08,P00453,2025-09-29,2025-10-06,delivered,DHL,12
SH00014550,O0012327,S0089,W01,P00764,2025-11-20,2025-12-20,delivered,UPS,19
SH00014551,O0014481,S0074,W04,P00433,2025-10-20,2025-11-03,delivered,UPS,6
SH00014552,O0002600,S0039,W05,P00184,2025-08-21,2025-09-10,delivered,Maersk,18
SH00014553,O0010849,S0148,W01,P00742,2026-02-08,,cancelled,Maersk,13
SH00014554,O0013846,S0151,W01,P00219,2025-09-05,2025-10-01,delivered,DHL,12
SH00014555,O0015729,S0183,W07,P00395,2025-10-14,2025-10-18,delivered,UPS,12
SH00014556,O0006242,S0026,W07,P00206,2025-12-28,2026-02-02,delayed,USPS,18
SH00014557,O0016690,S0036,W06,P00795,2026-02-01,2026-02-24,delivered,DHL,15
SH00014558,O0003025,S0108,W04,P00412,2025-12-31,2026-01-19,delivered,UPS,18
SH00014559,O0017857,S0055,W07,P00377,2025-09-26,2025-09-27,delivered,UPS,4
SH00014560,O0014729,S0121,W04,P00388,2025-10-16,2025-10-25,delivered,XPO,12
SH00014561,O0017957,S0116,W01,P00355,2026-01-20,2026-01-31,delivered,DHL,2
SH00014562,O0019155,S0094,W04,P00012,2026-01-12,2026-01-31,delayed,UPS,11
SH00014563,O0010665,S0119,W03,P00349,2026-01-03,2026-02-02,delivered,FedEx,1
SH00014564,O0015775,S0132,W06,P00164,2025-10-20,,in_transit,FedEx,10
SH00014565,O0017322,S0122,W05,P00107,2025-09-02,2025-09-19,delivered,DHL,14
SH00014566,O0018872,S0022,W07,P00101,2025-09-28,2025-10-18,delivered,Maersk,10
SH00014567,O0014630,S0153,W02,P00382,2025-11-10,2025-11-26,delivered,FedEx,11
SH00014568,O0003744,S0164,W03,P00447,2025-12-23,2026-01-05,delivered,UPS,18
SH00014569,O0010129,S0088,W05,P00181,2025-12-24,,cancelled,DHL,14
SH00014570,O0011992,S0079,W02,P00131,2026-01-07,2026-01-20,delivered,UPS,20
SH00014571,O0018952,S0009,W03,P00258,2025-10-22,2025-11-14,delivered,FedEx,18
SH00014572,O0019421,S0095,W06,P00663,2026-02-02,2026-02-08,delivered,XPO,19
SH00014573,O0016081,S0106,W05,P00292,2025-11-02,,cancelled,DHL,10
SH00014574,O0010736,S0181,W04,P00190,2026-02-03,2026-02-05,delivered,UPS,7
SH00014575,O0012999,S0035,W02,P00428,2025-10-30,2025-11-22,delivered,USPS,12
SH00014576,O0016238,S0159,W08,P00213,2025-10-08,2025-11-03,delivered,UPS,15
SH00014577,O0012565,S0090,W01,P00002,2025-09-06,2025-10-07,delayed,DHL,21
SH00014578,O0017906,S0135,W02,P00598,2025-10-15,2025-11-01,delivered,USPS,13
SH00014579,O0015872,S0030,W08,P00603,2026-02-10,2026-02-27,delivered,UPS,4
SH00014580,O0008221,S0093,W01,P00260,2026-01-05,2026-01-31,delayed,USPS,10
SH00014581,O0007114,S0159,W02,P00687,2025-12-08,,in_transit,FedEx,19
SH00014582,O0009046,S0081,W03,P00545,2025-09-19,2025-09-24,delivered,UPS,12
SH00014583,O0005778,S0019,W02,P00218,2025-10-27,,in_transit,UPS,6
SH00014584,O0005387,S0192,W06,P00234,2025-08-19,2025-09-03,delivered,DHL,8
SH00014585,O0000708,S0197,W03,P00326,2025-09-22,2025-10-02,delivered,FedEx,8
SH00014586,O0014346,S0065,W05,P00422,2026-01-26,,in_transit,DHL,17
SH00014587,O0014456,S0044,W04,P00672,2025-09-20,2025-09-28,delivered,DHL,2
SH00014588,O0008980,S0063,W01,P00656,2026-01-13,2026-01-21,delivered,DHL,10
SH00014589,O0017493,S0193,W04,P00054,2026-01-24,2026-02-08,delivered,Maersk,3
SH00014590,O0010829,S0108,W03,P00540,2025-09-05,2025-09-20,delivered,FedEx,18
SH00014591,O0010590,S0140,W01,P00261,2025-11-04,2025-11-28,delivered,UPS,2
SH00014592,O0018063,S0026,W02,P00115,2025-11-18,2025-12-15,delivered,DHL,15
SH00014593,O0007546,S0123,W08,P00652,2025-12-11,,in_transit,FedEx,12
SH00014594,O0010889,S0090,W03,P00767,2025-10-22,2025-11-09,delivered,FedEx,3
SH00014595,O0003373,S0168,W08,P00434,2026-01-02,,in_transit,USPS,19
SH00014596,O0009022,S0046,W06,P00685,2025-09-20,2025-10-04,delivered,Maersk,12
SH00014597,O0015876,S0102,W05,P00777,2025-08-20,2025-09-11,delivered,DHL,1
SH00014598,O0005518,S0029,W04,P00410,2025-08-19,,in_transit,DHL,5
SH00014599,O0018605,S0146,W01,P00517,2025-09-11,2025-09-24,delivered,DHL,15
SH00014600,O0001698,S0137,W05,P00622,2025-11-23,2025-12-05,delivered,DHL,1
SH00014601,O0015098,S0141,W08,P00169,2026-01-18,2026-02-08,delivered,UPS,15
SH00014602,O0003511,S0005,W04,P00068,2025-08-15,2025-09-04,delivered,Maersk,17
SH00014603,O0003451,S0197,W02,P00042,2026-01-10,2026-01-20,delivered,UPS,15
SH00014604,O0004321,S0198,W08,P00424,2025-12-27,2026-01-07,delivered,DHL,4
SH00014605,O0003521,S0103,W06,P00031,2026-01-24,2026-02-01,delivered,DHL,10
SH00014606,O0015659,S0123,W02,P00740,2025-09-22,,in_transit,XPO,8
SH00014607,O0007979,S0193,W05,P00704,2025-12-13,2025-12-31,delivered,Maersk,14
SH00014608,O0005775,S0129,W04,P00525,2025-09-23,2025-10-25,delayed,XPO,11
SH00014609,O0003069,S0106,W08,P00676,2025-10-23,2025-11-15,delivered,FedEx,18
SH00014610,O0014701,S0093,W01,P00469,2025-10-10,2025-10-30,delivered,XPO,17
SH00014611,O0018980,S0018,W05,P00312,2025-12-30,2026-01-18,delivered,XPO,3
SH00014612,O0012563,S0148,W07,P00079,2025-09-20,2025-10-15,delivered,USPS,17
SH00014613,O0015155,S0199,W06,P00316,2026-02-12,2026-02-26,delivered,DHL,26
SH00014614,O0018989,S0087,W03,P00097,2025-10-14,2025-10-29,delivered,Maersk,18
SH00014615,O0007808,S0185,W07,P00301,2025-12-28,2026-01-21,delivered,DHL,1
SH00014616,O0004029,S0192,W07,P00234,2025-08-21,2025-09-05,delivered,USPS,15
SH00014617,O0015357,S0107,W07,P00533,2025-11-03,2025-11-16,delivered,Maersk,6
SH00014618,O0003876,S0182,W02,P00172,2026-02-03,2026-02-10,delivered,DHL,8
SH00014619,O0002303,S0171,W03,P00037,2025-11-18,2025-12-10,delivered,UPS,19
SH00014620,O0013545,S0129,W04,P00148,2025-09-04,2025-09-29,delivered,USPS,9
SH00014621,O0003278,S0019,W06,P00651,2026-02-08,2026-02-27,delayed,XPO,10
SH00014622,O0015284,S0156,W06,P00308,2025-12-05,2025-12-21,delivered,UPS,14
SH00014623,O0011804,S0148,W08,P00303,2025-08-31,2025-10-02,delayed,FedEx,9
SH00014624,O0014911,S0144,W06,P00460,2025-12-27,2026-01-09,delivered,FedEx,7
SH00014625,O0016857,S0174,W05,P00707,2025-09-03,,in_transit,FedEx,10
SH00014626,O0000981,S0163,W04,P00089,2026-01-03,2026-01-16,delivered,DHL,5
SH00014627,O0012529,S0020,W02,P00711,2026-01-27,2026-02-03,delivered,USPS,1
SH00014628,O0019121,S0123,W06,P00566,2025-11-30,2025-12-19,delivered,DHL,9
SH00014629,O0017159,S0034,W02,P00271,2025-10-27,2025-11-23,delivered,FedEx,27
SH00014630,O0014039,S0071,W06,P00118,2025-12-29,2026-01-10,delivered,XPO,17
SH00014631,O0008975,S0129,W06,P00391,2025-09-25,2025-10-16,delivered,UPS,12
SH00014632,O0012397,S0114,W07,P00130,2026-01-29,2026-02-11,delivered,Maersk,6
SH00014633,O0000195,S0182,W03,P00172,2025-12-09,2025-12-15,delivered,USPS,22
SH00014634,O0007534,S0046,W08,P00005,2025-10-23,,in_transit,UPS,11
SH00014635,O0012706,S0159,W03,P00213,2026-02-08,2026-03-03,delivered,FedEx,15
SH00014636,O0018225,S0091,W02,P00109,2025-09-23,2025-10-14,delivered,UPS,11
SH00014637,O0019347,S0027,W07,P00724,2025-08-29,2025-09-29,delivered,UPS,2
SH00014638,O0007368,S0107,W02,P00320,2026-01-06,2026-01-14,delivered,USPS,13
SH00014639,O0015350,S0179,W04,P00016,2026-01-05,2026-01-29,delivered,Maersk,9
SH00014640,O0012459,S0129,W07,P00684,2025-12-13,2026-01-13,delayed,UPS,2
SH00014641,O0010694,S0074,W07,P00553,2026-01-08,2026-01-23,delivered,Maersk,7
SH00014642,O0000492,S0096,W01,P00614,2025-10-05,2025-10-19,delivered,DHL,6
SH00014643,O0016535,S0151,W05,P00274,2025-08-27,,in_transit,FedEx,12
SH00014644,O0013311,S0145,W05,P00664,2026-01-24,2026-02-07,delivered,XPO,18
SH00014645,O0002545,S0120,W05,P00093,2025-12-21,2026-01-01,delivered,XPO,4
SH00014646,O0016105,S0016,W05,P00600,2025-09-30,2025-10-14,delayed,FedEx,18
SH00014647,O0003933,S0168,W04,P00434,2026-02-07,2026-03-02,delivered,Maersk,3
SH00014648,O0018258,S0163,W05,P00421,2025-09-25,2025-10-04,delivered,UPS,14
SH00014649,O0016595,S0116,W05,P00713,2025-10-29,2025-11-09,delivered,UPS,12
SH00014650,O0001390,S0039,W01,P00126,2025-12-19,2026-01-11,delivered,Maersk,8
SH00014651,O0015666,S0171,W08,P00466,2025-11-13,2025-12-01,delivered,XPO,14
SH00014652,O0008865,S0153,W06,P00628,2025-08-24,2025-09-04,delivered,USPS,12
SH00014653,O0013700,S0121,W06,P00157,2025-10-03,2025-10-09,delivered,UPS,12
SH00014654,O0002955,S0153,W03,P00628,2026-01-16,2026-01-24,delivered,USPS,32
SH00014655,O0019880,S0084,W03,P00506,2026-01-07,2026-01-14,delivered,Maersk,11
SH00014656,O0004600,S0080,W03,P00431,2025-08-15,2025-08-26,delivered,XPO,12
SH00014657,O0016573,S0094,W02,P00782,2025-11-18,2025-11-26,delivered,DHL,11
SH00014658,O0001794,S0135,W03,P00674,2026-02-08,,in_transit,DHL,7
SH00014659,O0005350,S0014,W08,P00650,2025-12-05,2025-12-13,delivered,DHL,10
SH00014660,O0008089,S0164,W08,P00561,2026-01-29,2026-02-10,delivered,Maersk,10
SH00014661,O0003179,S0194,W02,P00596,2025-11-12,2025-11-25,delayed,FedEx,16
SH00014662,O0003295,S0189,W02,P00150,2025-11-24,2025-12-06,delivered,XPO,5
SH00014663,O0013728,S0132,W05,P00278,2025-09-14,,in_transit,FedEx,1
SH00014664,O0017302,S0052,W07,P00463,2025-11-15,2025-12-09,delivered,DHL,4
SH00014665,O0015092,S0083,W06,P00094,2025-12-24,2026-01-13,delivered,USPS,4
SH00014666,O0011951,S0032,W03,P00171,2025-12-03,2025-12-16,delivered,DHL,14
SH00014667,O0000125,S0063,W01,P00629,2025-09-22,2025-10-03,delivered,XPO,4
SH00014668,O0008594,S0187,W08,P00515,2025-11-18,2025-12-02,delivered,Maersk,13
SH00014669,O0012085,S0112,W03,P00398,2025-11-16,2025-12-05,delivered,DHL,24
SH00014670,O0000974,S0176,W06,P00140,2025-11-24,2025-12-10,delivered,UPS,8
SH00014671,O0002692,S0080,W06,P00231,2025-09-02,2025-09-10,delivered,XPO,10
SH00014672,O0018385,S0024,W01,P00693,2025-12-10,2026-01-06,delivered,Maersk,15
SH00014673,O0016539,S0048,W03,P00642,2025-10-28,2025-11-21,delivered,XPO,11
SH00014674,O0008597,S0151,W07,P00268,2025-12-15,2026-01-06,delayed,XPO,1
SH00014675,O0016737,S0184,W07,P00030,2025-08-29,2025-09-08,delivered,DHL,5
SH00014676,O0019263,S0052,W08,P00430,2026-01-06,2026-01-26,delivered,FedEx,18
SH00014677,O0012202,S0130,W03,P00519,2025-10-27,2025-11-09,delivered,XPO,5
SH00014678,O0000746,S0018,W08,P00296,2025-11-04,2025-11-21,delivered,USPS,3
SH00014679,O0008791,S0137,W01,P00622,2025-12-24,2026-01-05,delivered,USPS,8
