order_id,order_date,warehouse_id,product_id,supplier_id,order_qty,order_value_usd
O0010304,2025-10-17,W07,P00395,S0183,6,1270.68
O0010305,2025-11-28,W01,P00583,S0103,4,671.92
O0010306,2025-12-20,W06,P00344,S0090,12,2188.68
O0010307,2025-08-17,W01,P00703,S0005,8,1923.52
O0010308,2025-11-16,W01,P00455,S0095,8,754.08
O0010309,2026-02-11,W03,P00616,S0097,1,21.9
O0010310,2025-08-21,W02,P00018,S0174,20,3750.8
O0010311,2025-12-06,W04,P00728,S0147,18,2362.14
O0010312,2025-11-26,W06,P00152,S0196,25,4218.25
O0010313,2025-12-07,W03,P00354,S0130,10,204.0
O0010314,2025-11-08,W05,P00687,S0159,16,2120.96
O0010315,2025-09-04,W06,P00436,S0191,9,999.45
O0010316,2025-12-06,W06,P00209,S0076,12,1090.8
O0010317,2026-01-11,W08,P00169,S0141,10,344.9
O0010318,2026-01-03,W02,P00734,S0185,20,3140.2
O0010319,2026-01-13,W08,P00687,S0159,18,2386.08
O0010320,2025-12-21,W05,P00008,S0112,13,1980.42
O0010321,2025-12-19,W06,P00729,S0044,10,364.3
O0010322,2026-01-02,W01,P00374,S0033,15,2522.85
O0010323,2025-10-04,W07,P00347,S0195,6,1141.62
O0010324,2025-12-04,W04,P00635,S0061,7,537.88
O0010325,2025-11-17,W01,P00788,S0158,3,445.08
O0010326,2025-08-21,W06,P00085,S0137,14,1515.36
O0010327,2025-10-02,W01,P00419,S0135,6,821.58
O0010328,2025-08-31,W03,P00548,S0157,7,854.56
O0010329,2025-09-11,W06,P00398,S0112,4,98.96
O0010330,2025-08-22,W03,P00496,S0041,9,999.18
O0010331,2025-12-26,W06,P00230,S0161,1,26.1
O0010332,2026-01-04,W03,P00115,S0026,15,3127.35
O0010333,2025-10-27,W03,P00318,S0173,17,377.91
O0010334,2025-12-15,W04,P00003,S0174,15,3679.95
O0010335,2025-12-02,W04,P00580,S0146,26,4400.5
O0010336,2025-11-18,W04,P00035,S0143,15,957.0
O0010337,2025-11-27,W05,P00700,S0070,15,203.25
O0010338,2025-12-01,W02,P00434,S0168,10,843.2
O0010339,2025-12-06,W03,P00204,S0061,5,792.65
O0010340,2026-02-01,W07,P00048,S0017,10,1048.9
O0010341,2025-11-25,W08,P00493,S0161,2,274.6
O0010342,2026-01-06,W06,P00460,S0144,22,686.4
O0010343,2025-10-16,W06,P00298,S0034,12,1679.76
O0010344,2026-01-25,W08,P00493,S0161,12,1647.6
O0010345,2026-01-30,W03,P00363,S0011,16,1015.04
O0010346,2025-09-29,W06,P00705,S0020,11,838.42
O0010347,2025-12-29,W02,P00027,S0038,2,16.12
O0010348,2025-11-06,W08,P00155,S0072,2,94.02
O0010349,2025-10-08,W06,P00497,S0119,1,52.6
O0010350,2025-12-13,W03,P00048,S0017,11,1153.79
O0010351,2025-12-27,W01,P00157,S0121,11,971.19
O0010352,2025-10-27,W02,P00379,S0040,14,295.96
O0010353,2025-08-30,W08,P00753,S0150,21,2129.4
O0010354,2026-01-10,W04,P00120,S0164,8,1739.04
O0010355,2025-11-26,W07,P00015,S0171,9,929.52
O0010356,2026-02-05,W02,P00089,S0163,11,2454.21
O0010357,2025-11-10,W06,P00645,S0015,7,990.29
O0010358,2025-10-13,W05,P00018,S0174,16,3000.64
O0010359,2026-02-11,W05,P00452,S0200,9,1458.0
O0010360,2025-08-25,W01,P00320,S0107,7,488.25
O0010361,2025-11-08,W05,P00035,S0143,19,1212.2
O0010362,2025-09-19,W03,P00642,S0048,9,1701.9
O0010363,2025-12-15,W01,P00416,S0001,17,2625.99
O0010364,2026-02-05,W01,P00667,S0059,6,577.2
O0010365,2025-11-21,W05,P00622,S0137,14,1344.84
O0010366,2025-11-08,W07,P00665,S0005,3,200.01
O0010367,2025-11-12,W01,P00695,S0180,13,578.5
O0010368,2025-10-08,W04,P00414,S0153,20,2698.8
O0010369,2025-10-28,W08,P00144,S0037,15,295.65
O0010370,2025-11-06,W02,P00497,S0119,8,420.8
O0010371,2025-08-24,W04,P00242,S0143,5,463.55
O0010372,2025-10-29,W03,P00267,S0018,20,4155.8
O0010373,2025-10-23,W07,P00412,S0108,9,1444.14
O0010374,2025-08-24,W01,P00748,S0113,3,599.49
O0010375,2025-08-23,W05,P00366,S0100,15,1550.55
O0010376,2026-01-02,W01,P00280,S0187,24,4709.76
O0010377,2026-02-10,W07,P00508,S0132,4,471.08
O0010378,2025-09-10,W05,P00011,S0001,3,392.82
O0010379,2026-02-06,W07,P00113,S0050,11,612.26
O0010380,2026-01-10,W08,P00216,S0171,10,43.3
O0010381,2025-09-02,W08,P00015,S0171,18,1859.04
O0010382,2025-09-13,W07,P00417,S0147,9,947.79
O0010383,2025-12-29,W02,P00229,S0174,15,2840.7
O0010384,2026-01-22,W05,P00389,S0095,9,1531.98
O0010385,2026-01-16,W02,P00696,S0112,13,2105.22
O0010386,2025-08-28,W02,P00391,S0129,14,1859.34
O0010387,2025-10-18,W06,P00268,S0151,17,944.52
O0010388,2025-09-23,W06,P00450,S0008,9,336.69
O0010389,2025-10-13,W02,P00159,S0085,14,1457.26
O0010390,2025-09-11,W03,P00452,S0200,8,1296.0
O0010391,2025-11-26,W08,P00405,S0121,17,2968.71
O0010392,2026-01-11,W06,P00511,S0056,22,3226.74
O0010393,2026-01-25,W05,P00501,S0132,11,1554.19
O0010394,2025-08-30,W08,P00123,S0048,13,3138.72
O0010395,2025-12-12,W04,P00668,S0128,13,1801.28
O0010396,2025-12-19,W02,P00435,S0095,21,2317.56
O0010397,2025-08-24,W05,P00177,S0107,1,209.01
O0010398,2025-09-05,W05,P00789,S0081,21,655.83
O0010399,2025-10-18,W08,P00090,S0182,16,639.04
O0010400,2025-10-21,W05,P00785,S0153,8,787.04
O0010401,2025-09-10,W06,P00190,S0181,7,1599.71
O0010402,2025-11-11,W03,P00614,S0096,14,3475.22
O0010403,2025-11-29,W05,P00746,S0175,16,3077.92
O0010404,2026-01-30,W02,P00225,S0071,11,44.11
O0010405,2025-12-11,W01,P00261,S0140,6,1353.72
O0010406,2025-12-02,W03,P00022,S0120,8,892.48
O0010407,2026-01-16,W04,P00561,S0164,14,836.36
O0010408,2026-01-14,W07,P00334,S0182,5,803.8
O0010409,2025-09-26,W05,P00178,S0063,15,1729.2
O0010410,2025-08-15,W08,P00289,S0026,3,596.07
O0010411,2026-01-30,W02,P00319,S0170,1,107.16
O0010412,2025-10-23,W01,P00175,S0166,16,3333.92
O0010413,2025-12-04,W02,P00195,S0026,9,1191.96
O0010414,2025-11-06,W06,P00350,S0175,15,3467.85
O0010415,2025-11-21,W02,P00571,S0010,15,3739.5
O0010416,2025-12-03,W03,P00091,S0188,22,2890.58
O0010417,2025-10-07,W05,P00126,S0039,15,585.0
O0010418,2025-09-02,W01,P00590,S0079,7,291.27
O0010419,2026-02-01,W06,P00280,S0187,22,4317.28
O0010420,2026-01-22,W06,P00792,S0148,6,582.96
O0010421,2025-09-20,W08,P00348,S0046,18,4282.56
O0010422,2025-12-31,W01,P00523,S0143,12,2818.32
O0010423,2025-10-24,W03,P00714,S0142,15,3531.0
O0010424,2025-09-02,W03,P00401,S0061,12,1173.24
O0010425,2025-10-02,W04,P00315,S0041,20,1875.4
O0010426,2026-01-30,W04,P00501,S0132,13,1836.77
O0010427,2025-12-28,W02,P00751,S0169,12,482.76
O0010428,2025-12-13,W03,P00463,S0052,8,259.28
O0010429,2025-10-17,W04,P00159,S0085,14,1457.26
O0010430,2025-12-07,W07,P00450,S0008,9,336.69
O0010431,2025-10-28,W07,P00630,S0113,8,480.96
O0010432,2025-12-23,W02,P00595,S0107,18,3169.44
O0010433,2026-01-24,W05,P00781,S0148,1,27.23
O0010434,2026-01-25,W08,P00771,S0182,22,671.88
O0010435,2025-10-29,W03,P00589,S0016,9,1508.49
O0010436,2025-10-03,W02,P00207,S0114,19,821.94
O0010437,2025-11-29,W08,P00355,S0116,7,79.31
O0010438,2025-11-26,W07,P00517,S0146,6,847.98
O0010439,2025-10-20,W01,P00704,S0193,9,1849.77
O0010440,2025-12-01,W08,P00662,S0195,17,3574.25
O0010441,2025-12-21,W04,P00782,S0094,13,1076.92
O0010442,2025-11-24,W02,P00731,S0043,15,1647.0
O0010443,2025-10-06,W02,P00496,S0041,11,1221.22
O0010444,2025-10-16,W05,P00043,S0161,12,735.96
O0010445,2025-10-07,W04,P00194,S0026,14,3063.2
O0010446,2026-02-01,W02,P00525,S0129,20,239.6
O0010447,2025-08-19,W02,P00408,S0005,5,327.35
O0010448,2025-08-17,W03,P00256,S0107,16,2630.72
O0010449,2025-12-01,W03,P00551,S0177,14,2475.76
O0010450,2026-01-14,W04,P00513,S0074,13,1756.3
O0010451,2025-12-28,W06,P00199,S0087,17,2661.69
O0010452,2026-02-02,W04,P00577,S0085,14,592.2
O0010453,2025-12-16,W02,P00369,S0073,7,451.43
O0010454,2025-09-06,W06,P00594,S0192,12,2966.76
O0010455,2025-09-05,W01,P00690,S0145,7,436.24
O0010456,2025-12-21,W07,P00188,S0060,16,3428.64
O0010457,2025-10-14,W07,P00362,S0183,17,389.47
O0010458,2025-09-20,W07,P00669,S0066,14,2678.34
O0010459,2025-09-28,W03,P00319,S0170,16,1714.56
O0010460,2026-01-25,W03,P00149,S0021,6,901.86
O0010461,2025-11-09,W02,P00654,S0055,15,3516.3
O0010462,2025-09-21,W07,P00657,S0102,1,228.95
O0010463,2025-09-09,W04,P00346,S0051,17,765.51
O0010464,2025-08-31,W01,P00543,S0133,13,694.46
O0010465,2025-10-28,W01,P00080,S0102,8,1883.84
O0010466,2026-01-19,W08,P00668,S0128,18,2494.08
O0010467,2025-08-19,W07,P00140,S0176,8,479.12
O0010468,2025-08-31,W01,P00578,S0166,1,65.8
O0010469,2026-01-18,W08,P00658,S0199,4,288.8
O0010470,2025-12-01,W07,P00429,S0010,21,1570.17
O0010471,2025-11-18,W01,P00547,S0174,13,2514.85
O0010472,2025-11-23,W03,P00117,S0004,19,3374.21
O0010473,2025-10-28,W01,P00454,S0155,18,720.9
O0010474,2025-10-04,W01,P00539,S0049,10,67.0
O0010475,2026-02-06,W08,P00085,S0137,20,2164.8
O0010476,2026-01-10,W01,P00200,S0167,7,153.44
O0010477,2026-01-20,W01,P00618,S0046,14,3475.22
O0010478,2025-08-28,W06,P00757,S0043,9,1462.14
O0010479,2026-02-01,W07,P00182,S0001,10,721.4
O0010480,2025-08-16,W03,P00668,S0128,13,1801.28
O0010481,2025-10-26,W08,P00293,S0103,6,631.02
O0010482,2026-01-29,W08,P00639,S0013,11,2674.43
O0010483,2025-12-26,W03,P00065,S0084,12,1028.4
O0010484,2025-12-29,W02,P00339,S0112,18,2664.72
O0010485,2025-09-28,W03,P00611,S0139,12,2982.48
O0010486,2025-09-18,W08,P00687,S0159,8,1060.48
O0010487,2026-02-04,W03,P00790,S0030,11,521.4
O0010488,2025-10-29,W04,P00564,S0002,13,3135.6
O0010489,2026-02-06,W05,P00502,S0062,12,1412.28
O0010490,2025-10-14,W02,P00519,S0130,6,682.14
O0010491,2025-12-30,W07,P00319,S0170,8,857.28
O0010492,2026-01-01,W01,P00059,S0186,15,643.95
O0010493,2025-12-14,W03,P00755,S0180,21,4705.68
O0010494,2025-10-09,W07,P00421,S0163,10,979.5
O0010495,2026-01-15,W04,P00490,S0021,15,199.05
O0010496,2026-01-25,W06,P00664,S0145,7,1514.03
O0010497,2025-08-19,W05,P00345,S0061,4,110.0
O0010498,2025-11-15,W01,P00014,S0185,9,2026.89
O0010499,2025-12-20,W08,P00033,S0200,10,1074.4
O0010500,2025-10-02,W02,P00455,S0095,10,942.6
O0010501,2025-09-21,W02,P00646,S0143,19,2535.36
O0010502,2025-11-15,W01,P00290,S0168,4,653.72
O0010503,2025-10-03,W04,P00243,S0004,19,1284.21
O0010504,2026-02-03,W07,P00595,S0107,18,3169.44
O0010505,2025-11-30,W05,P00019,S0158,13,1860.82
O0010506,2025-11-26,W01,P00093,S0120,13,1430.26
O0010507,2026-01-20,W04,P00214,S0150,11,412.39
O0010508,2025-12-04,W03,P00179,S0099,12,591.24
O0010509,2025-11-21,W01,P00704,S0193,9,1849.77
O0010510,2025-11-22,W05,P00134,S0068,11,1823.69
O0010511,2025-11-21,W07,P00233,S0024,12,2731.08
O0010512,2025-10-28,W01,P00563,S0026,17,2905.98
O0010513,2025-09-23,W04,P00108,S0109,18,4484.88
O0010514,2026-02-07,W08,P00124,S0123,12,363.48
O0010515,2026-01-16,W05,P00325,S0002,2,105.4
O0010516,2025-08-26,W06,P00781,S0148,14,381.22
O0010517,2025-09-12,W06,P00030,S0184,4,698.8
O0010518,2025-08-17,W01,P00776,S0162,9,429.66
O0010519,2025-11-08,W07,P00790,S0030,1,47.4
O0010520,2026-01-25,W06,P00162,S0023,15,1200.0
O0010521,2025-11-29,W04,P00374,S0033,9,1513.71
O0010522,2025-12-03,W04,P00371,S0090,10,789.4
O0010523,2025-09-30,W05,P00113,S0050,12,667.92
O0010524,2025-09-22,W03,P00540,S0108,26,1028.3
O0010525,2025-11-19,W08,P00101,S0022,17,1051.62
O0010526,2025-12-01,W01,P00173,S0142,14,1444.52
O0010527,2025-10-29,W03,P00198,S0121,7,1370.74
O0010528,2025-12-06,W05,P00084,S0145,16,3137.44
O0010529,2026-02-01,W05,P00594,S0192,18,4450.14
O0010530,2025-12-20,W06,P00197,S0168,13,3153.15
O0010531,2025-09-22,W03,P00731,S0043,2,219.6
O0010532,2026-01-20,W08,P00711,S0020,12,1037.64
O0010533,2026-02-04,W06,P00168,S0195,9,133.2
O0010534,2025-12-27,W08,P00536,S0044,13,1716.13
O0010535,2026-01-21,W02,P00411,S0078,15,483.3
O0010536,2025-10-17,W02,P00489,S0145,5,61.1
O0010537,2025-09-11,W06,P00117,S0004,15,2663.85
O0010538,2025-10-21,W02,P00161,S0195,14,1937.88
O0010539,2025-10-28,W05,P00374,S0033,23,3868.37
O0010540,2025-12-05,W04,P00077,S0200,1,205.19
O0010541,2026-02-03,W04,P00455,S0095,20,1885.2
O0010542,2025-10-21,W02,P00588,S0067,16,2625.76
O0010543,2025-08-15,W07,P00412,S0108,7,1123.22
O0010544,2025-11-04,W01,P00556,S0089,9,2080.35
O0010545,2025-11-13,W08,P00759,S0193,13,1095.12
O0010546,2025-08-16,W02,P00666,S0076,8,318.4
O0010547,2025-09-07,W08,P00413,S0017,13,383.37
O0010548,2025-08-22,W07,P00107,S0122,10,1392.6
O0010549,2025-10-06,W01,P00117,S0004,14,2486.26
O0010550,2025-10-08,W04,P00093,S0120,13,1430.26
O0010551,2026-02-01,W02,P00466,S0171,19,1675.04
O0010552,2025-11-04,W08,P00602,S0084,24,5133.84
O0010553,2025-11-20,W06,P00433,S0074,11,995.83
O0010554,2026-01-07,W02,P00682,S0005,13,1732.9
O0010555,2026-01-28,W06,P00298,S0034,18,2519.64
O0010556,2025-08-29,W08,P00567,S0083,3,218.34
O0010557,2025-09-22,W05,P00077,S0200,20,4103.8
O0010558,2025-10-06,W05,P00781,S0148,20,544.6
O0010559,2026-02-07,W03,P00311,S0037,21,2991.45
O0010560,2025-09-01,W02,P00260,S0093,9,239.76
O0010561,2025-12-14,W06,P00299,S0172,4,129.24
O0010562,2025-09-20,W05,P00771,S0182,1,30.54
O0010563,2025-12-28,W03,P00130,S0114,13,984.62
O0010564,2026-01-26,W07,P00301,S0185,23,339.48
O0010565,2025-09-16,W02,P00082,S0027,5,874.5
O0010566,2025-11-25,W01,P00230,S0161,15,391.5
O0010567,2025-12-25,W06,P00101,S0022,8,494.88
O0010568,2025-09-22,W04,P00286,S0017,8,266.4
O0010569,2026-02-07,W07,P00401,S0061,11,1075.47
O0010570,2025-12-19,W05,P00435,S0095,13,1434.68
O0010571,2025-10-19,W06,P00193,S0129,12,2896.92
O0010572,2025-12-03,W05,P00595,S0107,7,1232.56
O0010573,2025-11-03,W01,P00441,S0140,17,1272.45
O0010574,2025-10-27,W02,P00099,S0067,13,1123.2
O0010575,2026-02-07,W04,P00488,S0044,25,4134.25
O0010576,2025-09-10,W04,P00658,S0199,10,722.0
O0010577,2026-02-03,W05,P00657,S0102,1,228.95
O0010578,2025-10-15,W02,P00776,S0162,17,811.58
O0010579,2026-02-06,W01,P00509,S0128,1,7.75
O0010580,2025-08-26,W08,P00549,S0072,8,1123.28
O0010581,2025-12-02,W06,P00464,S0116,11,493.02
O0010582,2026-01-04,W04,P00015,S0171,10,1032.8
O0010583,2025-10-24,W02,P00713,S0116,8,989.36
O0010584,2025-10-25,W05,P00501,S0132,4,565.16
O0010585,2025-11-01,W08,P00247,S0007,12,1867.8
O0010586,2025-11-18,W08,P00255,S0151,21,3907.68
O0010587,2025-12-03,W08,P00036,S0117,17,596.19
O0010588,2025-11-15,W03,P00372,S0034,15,2243.55
O0010589,2025-10-15,W02,P00682,S0005,15,1999.5
O0010590,2025-11-04,W01,P00261,S0140,3,676.86
O0010591,2025-08-16,W04,P00486,S0033,25,3925.25
O0010592,2025-09-13,W06,P00637,S0077,13,913.12
O0010593,2025-11-24,W08,P00276,S0135,5,150.95
O0010594,2025-11-14,W03,P00579,S0004,4,738.72
O0010595,2025-08-20,W06,P00742,S0148,15,2938.95
O0010596,2025-08-23,W06,P00495,S0077,1,114.48
O0010597,2026-01-08,W03,P00515,S0187,16,1483.36
O0010598,2025-09-23,W07,P00408,S0005,13,851.11
O0010599,2025-12-22,W01,P00407,S0158,21,69.3
O0010600,2026-01-17,W03,P00295,S0096,8,1907.92
O0010601,2025-09-03,W07,P00651,S0019,18,875.88
O0010602,2025-10-22,W01,P00707,S0174,16,3589.44
O0010603,2026-01-24,W07,P00182,S0001,11,793.54
O0010604,2026-01-18,W01,P00523,S0143,4,939.44
O0010605,2025-12-29,W01,P00404,S0038,7,252.84
O0010606,2025-09-15,W03,P00684,S0129,11,2240.26
O0010607,2025-09-14,W08,P00597,S0196,10,633.7
O0010608,2026-01-03,W03,P00798,S0099,14,3374.42
O0010609,2025-09-25,W04,P00248,S0157,15,853.5
O0010610,2025-11-22,W08,P00511,S0056,10,1466.7
O0010611,2025-09-19,W06,P00003,S0174,16,3925.28
O0010612,2025-10-08,W06,P00775,S0119,3,178.5
O0010613,2025-12-02,W02,P00435,S0095,15,1655.4
O0010614,2025-09-13,W05,P00095,S0072,17,3750.88
O0010615,2025-10-02,W05,P00179,S0099,2,98.54
O0010616,2025-10-02,W03,P00207,S0114,12,519.12
O0010617,2025-11-03,W08,P00239,S0030,8,945.2
O0010618,2025-09-30,W02,P00693,S0024,1,102.51
O0010619,2025-11-02,W03,P00013,S0160,9,718.65
O0010620,2025-12-05,W04,P00493,S0161,9,1235.7
O0010621,2025-10-20,W02,P00379,S0040,8,169.12
O0010622,2026-01-20,W05,P00147,S0180,6,610.92
O0010623,2025-11-10,W01,P00679,S0016,8,1241.76
O0010624,2026-01-31,W06,P00232,S0149,18,1664.82
O0010625,2026-01-26,W01,P00785,S0153,6,590.28
O0010626,2026-02-06,W08,P00507,S0049,9,1721.25
O0010627,2026-01-17,W04,P00405,S0121,9,1571.67
O0010628,2025-12-18,W04,P00472,S0120,22,4428.82
O0010629,2026-01-11,W06,P00465,S0023,16,3248.16
O0010630,2026-01-22,W02,P00433,S0074,17,1539.01
O0010631,2026-02-05,W02,P00131,S0079,9,1287.18
O0010632,2025-11-05,W02,P00105,S0076,10,569.6
O0010633,2026-01-30,W02,P00246,S0028,10,1693.6
O0010634,2025-08-22,W08,P00337,S0177,10,2301.0
O0010635,2025-10-02,W06,P00784,S0136,10,2415.5
O0010636,2025-10-20,W07,P00591,S0177,8,248.96
O0010637,2025-10-25,W05,P00729,S0044,11,400.73
O0010638,2025-10-08,W03,P00747,S0187,9,1048.32
O0010639,2025-09-16,W03,P00234,S0192,20,2100.8
O0010640,2026-01-04,W08,P00256,S0107,1,164.42
O0010641,2025-12-27,W06,P00721,S0114,16,1460.16
O0010642,2026-01-09,W05,P00213,S0159,6,1028.52
O0010643,2026-01-11,W02,P00255,S0151,1,186.08
O0010644,2025-11-13,W08,P00532,S0005,14,1306.9
O0010645,2025-10-06,W08,P00633,S0060,14,2860.34
O0010646,2025-09-12,W07,P00759,S0193,15,1263.6
O0010647,2026-01-03,W03,P00144,S0037,10,197.1
O0010648,2025-08-16,W04,P00458,S0064,13,3122.73
O0010649,2025-09-01,W06,P00110,S0079,10,643.5
O0010650,2025-12-07,W05,P00277,S0122,10,1131.7
O0010651,2026-01-15,W04,P00554,S0102,18,3689.28
O0010652,2025-10-25,W08,P00759,S0193,12,1010.88
O0010653,2025-10-13,W02,P00099,S0067,12,1036.8
O0010654,2025-08-30,W05,P00589,S0016,16,2681.76
O0010655,2025-10-22,W07,P00174,S0030,10,1164.4
O0010656,2025-11-01,W01,P00451,S0009,17,566.27
O0010657,2025-12-17,W01,P00016,S0179,10,753.2
O0010658,2025-11-14,W06,P00666,S0076,15,597.0
O0010659,2025-12-22,W03,P00210,S0038,18,1126.08
O0010660,2025-09-09,W02,P00798,S0099,8,1928.24
O0010661,2025-12-23,W01,P00684,S0129,8,1629.28
O0010662,2026-01-28,W04,P00530,S0152,10,854.2
O0010663,2025-11-05,W01,P00140,S0176,11,658.79
O0010664,2025-12-18,W08,P00606,S0117,4,567.4
O0010665,2026-01-03,W03,P00349,S0119,2,378.2
O0010666,2025-10-10,W08,P00072,S0052,11,2311.43
O0010667,2025-11-18,W07,P00789,S0081,10,312.3
O0010668,2025-10-14,W04,P00762,S0115,17,1611.26
O0010669,2025-08-23,W08,P00791,S0131,18,1770.12
O0010670,2026-02-05,W08,P00063,S0119,12,564.84
O0010671,2026-01-27,W07,P00219,S0151,12,914.28
O0010672,2025-09-09,W02,P00736,S0002,7,1661.17
O0010673,2025-12-03,W02,P00107,S0122,19,2645.94
O0010674,2025-11-09,W04,P00027,S0038,11,88.66
O0010675,2026-01-14,W04,P00502,S0062,12,1412.28
O0010676,2025-10-02,W05,P00702,S0046,14,3252.62
O0010677,2025-08-29,W04,P00500,S0103,9,309.87
O0010678,2025-12-12,W01,P00793,S0125,12,1915.2
O0010679,2025-10-09,W08,P00586,S0115,9,1700.37
O0010680,2025-11-29,W02,P00552,S0123,8,708.0
O0010681,2026-01-10,W03,P00053,S0002,15,3537.0
O0010682,2025-11-17,W03,P00047,S0178,9,359.1
O0010683,2025-12-15,W03,P00099,S0067,3,259.2
O0010684,2025-12-07,W05,P00131,S0079,19,2717.38
O0010685,2025-10-30,W07,P00573,S0010,11,47.3
O0010686,2025-09-21,W06,P00329,S0034,18,1733.22
O0010687,2025-08-30,W07,P00337,S0177,15,3451.5
O0010688,2026-01-17,W01,P00344,S0090,5,911.95
O0010689,2025-10-10,W07,P00452,S0200,9,1458.0
O0010690,2025-08-21,W08,P00163,S0030,9,2183.49
O0010691,2025-08-23,W06,P00489,S0145,3,36.66
O0010692,2026-01-16,W01,P00240,S0037,9,1701.27
O0010693,2025-11-03,W06,P00012,S0094,18,1961.28
O0010694,2026-01-07,W07,P00553,S0074,8,257.76
O0010695,2025-10-21,W05,P00330,S0129,1,140.56
O0010696,2025-12-07,W02,P00747,S0187,17,1980.16
O0010697,2025-12-07,W05,P00302,S0154,13,1033.37
O0010698,2025-11-03,W05,P00057,S0125,11,101.2
O0010699,2026-01-24,W06,P00087,S0004,25,5317.25
O0010700,2026-02-07,W06,P00430,S0052,9,1995.12
O0010701,2025-12-16,W05,P00010,S0066,8,104.08
O0010702,2025-09-13,W07,P00662,S0195,10,2102.5
O0010703,2025-12-20,W06,P00616,S0097,11,240.9
O0010704,2025-08-24,W01,P00074,S0145,2,474.08
O0010705,2025-10-11,W05,P00643,S0062,22,4678.08
O0010706,2025-11-12,W01,P00397,S0070,17,1928.31
O0010707,2026-01-23,W08,P00020,S0141,1,208.76
O0010708,2025-10-23,W07,P00368,S0017,7,586.32
O0010709,2025-11-02,W05,P00006,S0010,12,346.56
O0010710,2025-10-29,W01,P00024,S0169,11,253.33
O0010711,2025-10-28,W07,P00261,S0140,14,3158.68
O0010712,2025-12-11,W07,P00542,S0189,8,1459.2
O0010713,2025-10-08,W05,P00750,S0163,22,1696.2
O0010714,2025-11-12,W03,P00370,S0086,9,199.89
O0010715,2025-11-27,W01,P00289,S0026,19,3775.11
O0010716,2026-01-16,W03,P00289,S0026,11,2185.59
O0010717,2025-11-24,W07,P00138,S0009,9,534.69
O0010718,2025-09-05,W04,P00544,S0170,17,2050.88
O0010719,2025-08-25,W08,P00617,S0168,10,2153.5
O0010720,2025-12-22,W02,P00175,S0166,14,2917.18
O0010721,2026-02-01,W02,P00394,S0096,6,837.18
O0010722,2025-11-18,W01,P00571,S0010,19,4736.7
O0010723,2026-02-03,W02,P00377,S0055,4,347.0
O0010724,2025-11-01,W04,P00112,S0191,8,1079.12
O0010725,2025-11-09,W01,P00450,S0008,21,785.61
O0010726,2025-09-02,W08,P00263,S0032,1,237.35
O0010727,2025-09-02,W07,P00701,S0176,9,2083.95
O0010728,2025-12-16,W07,P00194,S0026,26,5688.8
O0010729,2025-09-09,W01,P00708,S0099,16,3030.24
O0010730,2025-09-24,W04,P00125,S0103,10,1239.5
O0010731,2026-01-11,W08,P00412,S0108,8,1283.68
O0010732,2025-11-01,W07,P00103,S0177,12,1440.84
O0010733,2025-11-28,W05,P00300,S0171,10,2354.0
O0010734,2025-10-26,W06,P00780,S0072,19,3583.02
O0010735,2026-01-26,W03,P00258,S0009,10,1731.9
O0010736,2026-02-01,W04,P00190,S0181,9,2056.77
O0010737,2025-12-23,W02,P00091,S0188,18,2365.02
O0010738,2025-12-06,W03,P00279,S0129,3,170.82
O0010739,2026-02-05,W05,P00786,S0151,2,60.66
O0010740,2025-09-24,W08,P00767,S0090,12,952.2
O0010741,2025-11-06,W02,P00735,S0118,20,570.6
O0010742,2025-10-30,W05,P00021,S0074,1,54.13
O0010743,2025-08-16,W05,P00394,S0096,6,837.18
O0010744,2026-01-01,W05,P00415,S0184,20,752.2
O0010745,2025-10-14,W03,P00660,S0067,11,1003.09
O0010746,2025-12-21,W08,P00574,S0086,4,290.28
O0010747,2025-08-19,W08,P00770,S0082,12,223.92
O0010748,2026-01-25,W08,P00429,S0010,18,1345.86
O0010749,2025-10-19,W08,P00211,S0145,10,1710.9
O0010750,2025-10-17,W05,P00152,S0196,12,2024.76
O0010751,2025-11-12,W02,P00577,S0085,18,761.4
O0010752,2025-09-15,W07,P00130,S0114,16,1211.84
O0010753,2025-12-30,W08,P00314,S0097,1,106.12
O0010754,2025-12-03,W07,P00711,S0020,15,1297.05
O0010755,2025-11-25,W01,P00709,S0177,5,907.95
O0010756,2026-01-15,W04,P00374,S0033,6,1009.14
O0010757,2025-09-25,W07,P00260,S0093,17,452.88
O0010758,2026-01-28,W04,P00116,S0059,17,1555.5
O0010759,2025-12-07,W07,P00594,S0192,1,247.23
O0010760,2025-08-18,W06,P00431,S0080,12,1557.84
O0010761,2025-12-07,W06,P00589,S0016,18,3016.98
O0010762,2026-01-29,W07,P00752,S0097,17,345.78
O0010763,2025-10-08,W07,P00497,S0119,16,841.6
O0010764,2025-10-25,W08,P00489,S0145,13,158.86
O0010765,2025-12-16,W02,P00279,S0129,22,1252.68
O0010766,2025-12-12,W01,P00139,S0180,14,3012.52
O0010767,2025-11-16,W01,P00714,S0142,16,3766.4
O0010768,2025-10-26,W05,P00633,S0060,14,2860.34
O0010769,2025-10-26,W01,P00656,S0063,16,2792.32
O0010770,2026-01-21,W06,P00470,S0052,4,793.72
O0010771,2025-11-05,W03,P00380,S0130,5,965.9
O0010772,2025-12-18,W05,P00274,S0151,17,1399.1
O0010773,2026-01-02,W05,P00366,S0100,9,930.33
O0010774,2026-02-02,W08,P00400,S0107,16,243.36
O0010775,2026-02-03,W07,P00216,S0171,12,51.96
